# Name; SpTy; SpTyNum; Teff; Mstar_b15+mesa; Mstar_ll; Mstar_ul; Mstar_b98+mesa; Mstar_b98_ll; Mstar_b98_ul; LogLstar_b15+mesa; LogLstar_ll; LogLstar_ul; LogLstar_b98+mesa; LogLstar_b98_ll; LogLstar_b98_ul
FQ Tau A;M3;53.0;3407.4830626659;0.2959744281207178;0.24733031605952066;0.3370216881412584;0.39202530572341043;0.29894230683564493;0.48273768741819073;-0.7384457574401176;-0.8339091163697151;-0.6633790699176823;-0.583680694012902;-0.7483911496985639;-0.46026309908455504
XEST 13-010;M3;53.0;3407.4830626659;0.2959744281207178;0.24733031605952066;0.3370216881412584;0.39202530572341043;0.29894230683564493;0.48273768741819073;-0.7384457574401176;-0.8339091163697151;-0.6633790699176823;-0.583680694012902;-0.7483911496985639;-0.46026309908455504
UZ Tau Wb;M3;53.0;3407.4830626659;0.2959744281207178;0.24733031605952066;0.3370216881412584;0.39202530572341043;0.29894230683564493;0.48273768741819073;-0.7384457574401176;-0.8339091163697151;-0.6633790699176823;-0.583680694012902;-0.7483911496985639;-0.46026309908455504
FO Tau A;M3.5;53.5;3305.0022850288105;0.24733031605952066;0.19585746109714375;0.2959744281207178;0.29894230683564493;0.2156343179039689;0.39202530572341043;-0.8339091163697151;-0.9424559039945376;-0.7384457574401176;-0.7483911496985639;-0.9430598362362304;-0.583680694012902
DD Tau A;M3.5;53.5;3305.0022850288105;0.24733031605952066;0.19585746109714375;0.2959744281207178;0.29894230683564493;0.2156343179039689;0.39202530572341043;-0.8339091163697151;-0.9424559039945376;-0.7384457574401176;-0.7483911496985639;-0.9430598362362304;-0.583680694012902
DD Tau B;M3.5;53.5;3305.0022850288105;0.24733031605952066;0.19585746109714375;0.2959744281207178;0.29894230683564493;0.2156343179039689;0.39202530572341043;-0.8339091163697151;-0.9424559039945376;-0.7384457574401176;-0.7483911496985639;-0.9430598362362304;-0.583680694012902
CIDA 8;M3.5;53.5;3305.0022850288105;0.24733031605952066;0.19585746109714375;0.2959744281207178;0.29894230683564493;0.2156343179039689;0.39202530572341043;-0.8339091163697151;-0.9424559039945376;-0.7384457574401176;-0.7483911496985639;-0.9430598362362304;-0.583680694012902
J04153916+2818586;M3.75;53.75;3248.42002050427;0.2215678529661736;0.170836351062716;0.27241627820900904;0.25550822062045825;0.17955084477943314;0.34504182346127577;-0.8871991556527611;-1.0021499878485252;-0.7838091233309995;-0.8433901450409964;-1.0441378939471389;-0.6609807964595122
J04334171+1750402;M4;54.0;3190.596461133123;0.19585746109714375;0.14709302961025053;0.24733031605952066;0.2156343179039689;0.14712715803662454;0.29894230683564493;-0.9424559039945376;-1.069990994015823;-0.8339091163697151;-0.9430598362362304;-1.1431051173232836;-0.7483911496985639
IT Tau B;M4;54.0;3190.596461133123;0.19585746109714375;0.14709302961025053;0.24733031605952066;0.2156343179039689;0.14712715803662454;0.29894230683564493;-0.9424559039945376;-1.069990994015823;-0.8339091163697151;-0.9430598362362304;-1.1431051173232836;-0.7483911496985639
XEST 26-062;M4;54.0;3190.596461133123;0.19585746109714375;0.14709302961025053;0.24733031605952066;0.2156343179039689;0.14712715803662454;0.29894230683564493;-0.9424559039945376;-1.069990994015823;-0.8339091163697151;-0.9430598362362304;-1.1431051173232836;-0.7483911496985639
J04385859+2336351;M4.25;54.25;3133.2715736334144;0.170836351062716;0.125211961437132;0.2215678529661736;0.17955084477943314;0.11820020228097411;0.25550822062045825;-1.0021499878485252;-1.147079443105229;-0.8871991556527611;-1.0441378939471389;-1.2366482075260692;-0.8433901450409964
MHO 6;M4.75;54.75;3027.0776811204896;0.125211961437132;0.0893405954374648;0.170836351062716;0.11820020228097411;0.07731939957733325;0.17955084477943314;-1.147079443105229;-1.3158979703011662;-1.0021499878485252;-1.2366482075260692;-1.4263412006887204;-1.0441378939471389
